Test Sponsor$System Name$Base  Copies$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Threads/  Core$Results # Base$Results # Peak$Energy # Base$Energy # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory$Disk
Huawei$Huawei 2288H V5 (Intel Xeon Silver 4108)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$65.1$69.0$--$--$May-2018$Intel Xeon Gold 6138$2000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$27.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 5288 V5 (Intel Xeon Silver 4108)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$64.9$68.9$--$--$May-2018$Intel Xeon Gold 6140$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Gold 5118 )  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$116$123$--$--$Aug-2018$Intel Xeon Gold 6140M$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Platinum 8180)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$112$56$2$2$282$302$--$--$Aug-2018$Intel Xeon Gold 6142$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Gold 5122)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$2$2$55.7$58.8$--$--$Jul-2018$Intel Xeon Gold 6144$3500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Gold 6130)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$159$167$--$--$Jun-2018$Intel Xeon Gold 6146$3200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Gold 6154)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$208$223$--$--$Aug-2018$Intel Xeon Gold 6148$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$27.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 2000 GB SATA, 7200 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Platinum 8156)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$2$2$55.5$58.7$--$--$Jul-2018$Intel Xeon Gold 6150$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 5288 V5 (Intel Xeon Gold 6126)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$141$150$--$--$Jun-2018$Intel Xeon Gold 6152$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$30.25 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 5288 V5 (Intel Xeon Gold 6132)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$56$28$2$2$162$173$--$--$Jun-2018$Intel Xeon Gold 6154$3000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Gold 6134)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$108$114$--$--$Jan-2021$Intel Xeon Gold 6238R$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R)$1 x 960 GB SAS SSD
Huawei$Huawei 2288 V5 (Intel Xeon Gold 6132)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$56$28$2$2$157$164$--$--$Apr-2019$Intel Xeon Gold 6240$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Gold 6136)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$149$155$--$--$Feb-2019$Intel Xeon Gold 6244$3600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Gold 6140)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$184$196$--$--$Jan-2021$Intel Xeon Gold 6246R$3400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2933Y-R)$1 x 960 GB SAS SSD
Huawei$Huawei 2288 V5 (Intel Xeon Gold 6142)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$175$186$--$--$Apr-2019$Intel Xeon Gold 6248$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$27.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Gold 6150)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$199$213$--$--$Apr-2019$Intel Xeon Gold 6252$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Gold 6152)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$88$44$2$2$201$215$--$--$Apr-2019$Intel Xeon Gold 6254$3100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei CH121 V5 (Intel Xeon Gold 6150)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$198$213$--$--$May-2018$Intel Xeon Platinum 8153$2000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 5288 V5 (Intel Xeon Gold 6150)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$198$213$--$--$Jun-2018$Intel Xeon Platinum 8156$3600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288H V5 (Intel Xeon Gold 6150)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$201$215$--$--$Jun-2018$Intel Xeon Platinum 8158$3000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 1288H V5 (Intel Xeon Gold 6150)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$72$36$2$2$199$213$--$--$Jun-2018$Intel Xeon Platinum 8160$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$33 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 5288 V5 (Intel Xeon Gold 5118)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$121$130$--$--$May-2018$Intel Xeon Platinum 8164$2000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 5288 V5 (Intel Xeon Gold 6136)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$151$161$--$--$May-2018$Intel Xeon Platinum 8168$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$33 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Gold 6126)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$2$2$138$143$--$--$May-2018$Intel Xeon Platinum 8170$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Gold 6138)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$2$2$183$196$--$--$Jun-2018$Intel Xeon Platinum 8170M$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 5288 V5 (Intel Xeon Silver 4110)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$73.9$78.6$--$--$Jun-2018$Intel Xeon Platinum 8176$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 5288 V5 (Intel Xeon Bronze 3104)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$12$12$2$1$33.5$34.9$--$--$Oct-2016$Intel Xeon Platinum 8180$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 5288 V5 (Intel Xeon Gold 6148)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$2$2$217$231$--$--$Apr-2019$Intel Xeon Platinum 8260L$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei CH225 V5 (Intel Xeon Gold 6152)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$88$44$2$2$209$223$--$--$Apr-2019$Intel Xeon Platinum 8260M$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei CH225 V5 (Intel Xeon Platinum 8156)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$2$2$57.2$60.6$--$--$Mar-2019$Intel Xeon Platinum 8270$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$35.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei CH225 V5 (Intel Xeon Platinum 8168)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$2$2$260$278$--$--$Apr-2019$Intel Xeon Platinum 8276$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei CH225 V5 (Intel Xeon Platinum 8180)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$112$56$2$2$279$299$--$--$Apr-2019$Intel Xeon Platinum 8276L$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei CH225 V5 (Intel Xeon Gold 5122)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$2$2$57.3$60.3$--$--$Apr-2019$Intel Xeon Platinum 8276M$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$38.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei CH225 V5 (Intel Xeon Gold 6138)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$2$2$183$194$--$--$Jul-2018$Intel Xeon Silver 4108$1800$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R, running at 2400)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Platinum 8164)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$104$52$2$2$230$246$--$--$Sep-2018$Intel Xeon Silver 4109T$2000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Platinum 8153)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$2$2$142$150$--$--$Aug-2018$Intel Xeon Silver 4110$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Gold 6144)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$2$2$117$125$--$--$Jul-2018$Intel Xeon Silver 4112$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$8.25 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R, running at 2400)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Gold 6128)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$24$12$2$2$83.6$88.9$--$--$Jun-2018$Intel Xeon Silver 4114$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2666V-R, running at 2400)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Silver 4114)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$40$20$2$2$95.0$101$--$--$Jul-2018$Intel Xeon Silver 4116$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$768 GB (24 x 32 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Silver 4112)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$8$2$2$44.3$47.0$--$--$Mar-2019$Intel Xeon Silver 4208$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2400)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2288 V5 (Intel Xeon Bronze 3106)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$16$16$2$1$44.8$46.7$--$--$Mar-2019$Intel Xeon Silver 4209T$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2400)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 5288 V5 (Intel Xeon Gold 5115)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$40$20$2$2$103$110$--$--$Mar-2019$Intel Xeon Silver 4210$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2400)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2488 V5 (Intel Xeon Gold 6136)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$4$2$310$324$--$--$Apr-2019$Intel Xeon Silver 4214$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2400)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2488 V5 (Intel Xeon Gold 5115)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$4$2$202$214$--$--$Apr-2019$Intel Xeon Silver 4215$2500$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$11 MB I+D on chip per chip$384 GB (24 x 16 GB 2Rx8 PC4-2933Y-R, running at 2400)$1 x 1200 GB SAS, 10000 RPM
Huawei$Huawei 2488 V5 (Intel Xeon Gold 6140)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$144$72$4$2$382$404$--$--$May-2018$Intel Xeon Gold 5115$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$13.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 900 GB SAS HDD 10K RPM, RAID 0
Huawei$Huawei 2488 V5 (Intel Xeon Gold 5120)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$112$56$4$2$268$281$--$--$May-2018$Intel Xeon Gold 5118$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 900 GB SAS HDD 10K RPM, RAID 0
Huawei$Huawei 2488 V5 (Intel Xeon Gold 6142)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$4$2$334$355$--$--$May-2018$Intel Xeon Gold 5120$2200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R, running at 2400)$1 x 900 GB SAS HDD 10K RPM, RAID 0
Huawei$Huawei 2488 V5 (Intel Xeon Gold 6126)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$4$2$286$299$--$--$May-2018$Intel Xeon Gold 5122$3600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$16.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD 10K RPM, RAID 0
Huawei$Huawei 2488 V5 (Intel Xeon Gold 6148)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$160$80$4$2$427$454$--$--$Mar-2019$Intel Xeon Gold 5218$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$736 GB (46 x 16 GB 2Rx4 PC4-2933Y-R, running at 2666)$1 x 1TB SATA HDD 10K RPM, RAID 0
Huawei$Huawei 2488 V5 (Intel Xeon Gold 6128)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$48$24$4$2$164$175$--$--$Jun-2018$Intel Xeon Gold 6126$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD, 10K RPM
Huawei$Huawei 2488 V5 (Intel Xeon Gold 6152)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$176$88$4$2$425$458$--$--$May-2018$Intel Xeon Gold 6128$3400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD 10K RPM, RAID 0
Huawei$Huawei 2488 V5 (Intel Xeon Gold 6132)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$112$56$4$2$325$343$--$--$Jun-2018$Intel Xeon Gold 6130$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD, 10K RPM
Huawei$Huawei 2488 V5 (Intel Xeon Gold 6154)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$144$72$4$2$411$437$--$--$May-2018$Intel Xeon Gold 6130T$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD 10K RPM, RAID 0
Huawei$Huawei 2488 V5 (Intel Xeon Gold 6134M)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$4$2$218$229$--$--$May-2018$Intel Xeon Gold 6132$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$19.25 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD 10K RPM, RAID 0
Huawei$Huawei 2488 V5 (Intel Xeon Platinum 8156)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$4$2$111$118$--$--$Jun-2018$Intel Xeon Gold 6134$3200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD 10K RPM, RAID 0
Huawei$Huawei 2488H V5 (Intel Xeon Gold 5115)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$4$2$201$220$--$--$May-2018$Intel Xeon Gold 6134M$3200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD 10K RPM, RAID 0
Huawei$Huawei 2488 V5 (Intel Xeon Platinum 8158)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$4$2$310$324$--$--$May-2018$Intel Xeon Gold 6136$3000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD 10K RPM, RAID 0
Huawei$Huawei 2488H V5 (Intel Xeon Gold 6134M)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$4$2$222$236$--$--$May-2018$Intel Xeon Gold 6138$2000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$27.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD, 10K RPM
Huawei$Huawei 5885H V5 (Intel Xeon Gold 5115)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$80$40$4$2$206$220$--$--$May-2018$Intel Xeon Gold 6140$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD 10K RPM, RAID 0
Huawei$Huawei 2488H V5 (Intel Xeon Gold 6142M)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$4$2$352$375$--$--$May-2018$Intel Xeon Gold 6140M$2300$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD, 10K RPM
Huawei$Huawei 5885H V5 (Intel Xeon Gold 6134M)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$64$32$4$2$223$236$--$--$May-2018$Intel Xeon Gold 6142$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD, 10K RPM
Huawei$Huawei 2488H V5 (Intel Xeon Gold 6152)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$176$88$4$2$402$Not Run$--$--$May-2018$Intel Xeon Gold 6142M$2600$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$22 MB I+D on chip per chip$1472 GB (46 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD 10K RPM, RAID 0
Huawei$Huawei 5885H V5 (Intel Xeon Gold 6142M)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$128$64$4$2$355$375$--$--$May-2018$Intel Xeon Gold 6146$3200$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD 10K RPM, RAID 0
Huawei$Huawei 2488H V5 (Intel Xeon Platinum 8156)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$4$2$114$121$--$--$May-2018$Intel Xeon Gold 6148$2400$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$27.5 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD 10K RPM, RAID 0
Huawei$Huawei 5885H V5 (Intel Xeon Gold 6152)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$176$88$4$2$401$Not Run$--$--$Jun-2018$Intel Xeon Gold 6150$2700$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD 10K RPM, RAID 0
Huawei$Huawei 2488H V5 (Intel Xeon Platinum 8158)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$96$48$4$2$313$335$--$--$May-2018$Intel Xeon Gold 6152$2100$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$30.25 MB I+D on chip per chip$1472 GB (46 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD 10K RPM, RAID 0
Huawei$Huawei 5885H V5 (Intel Xeon Platinum 8156)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$32$16$4$2$114$121$--$--$May-2018$Intel Xeon Gold 6154$3000$32 KB I + 32 KB D on chip per core$1 MB I+D on chip per core$24.75 MB I+D on chip per chip$1536 GB (48 x 32 GB 2Rx4 PC4-2666V-R)$1 x 900 GB SAS HDD 10K RPM, RAID 0
